registration_id,registration_no,owner_id,make,model,colour,fuel_type,registered_on,reg_status,rto_code
290,DL01IJ0290,290,Mahindra,XUV700,Silver,EV,2024-12-23,ACTIVE,DL01
291,HR26EF0291,291,Hyundia,i20,Blue,DIESEL,2023-12-03,ACTIVE,HR26
292,DL05CD0292,292,Tata,Punch,Blue,CNG,2024-11-19,ACTIVE,DL05
293,HR26AB0293,293,Tata,Nexon,Red,CNG,2023-02-01,ACTIVE,HR26
294,DL05EF0294,294,Kia,Seltos,Blue,PETROL,2023-03-03,ACTIVE,DL05
295,DL01AB0295,295,Mahindra,XUV700,Black,CNG,2025-03-17,ACTIVE,DL01
296,UP16CD0296,296,Tata,Punch,Grey,PETROL,2024-01-30,ACTIVE,UP16
297,DL01EF0297,297,Hyundai,i20,Red,PETROL,2022-08-21,ACTIVE,DL01
298,UP16IJ0298,298,Hyundai,i20,Black,PETROL,2022-04-27,ACTIVE,UP16
299,MH12EF0299,299,Toyota,Innova,Red,CNG,2021-04-23,ACTIVE,MH12
300,HR26CD0300,300,Toyota,Innova,Red,DIESEL,2023-06-01,ACTIVE,HR26
301,UP16EF0301,301,Kia,Seltos,Silver,EV,2024-03-04,ACTIVE,UP16
302,HR26CD0302,302,Toyota,Innova,Blue,PETROL,2021-07-25,ACTIVE,HR26
303,DL01EF0303,303,Maruti Suzuki,Baleno,Red,DIESEL,2025-04-30,ACTIVE,DL01
304,UP16GH0304,304,Hyundai,Creta,Silver,PETROL,2024-10-03,ACTIVE,UP16
305,DL01IJ0305,305,Tata,Nexon,Silver,CNG,2020-11-05,ACTIVE,DL01
306,DL05CD0306,306,Honda,City,Silver,DIESEL,2024-07-04,ACTIVE,DL05
307,MH12CD0307,307,Kia,Seltos,Silver,DIESEL,2022-06-15,ACTIVE,MH12
308,DL05EF0308,308,Honda,City,Red,PETROL,2024-03-16,ACTIVE,DL05
309,DL05IJ0309,309,Tata,Nexon,Silver,PETROL,2023-05-22,ACTIVE,DL05
310,HR26EF0310,310,Tata,Nexon,Black,CNG,2025-07-06,ACTIVE,HR26
311,MH12IJ0311,311,Tata,Nexon,White,DIESEL,2022-04-11,ACTIVE,MH12
312,HR26CD0312,312,Maruti Suzuki,Swift,Red,EV,2023-05-11,ACTIVE,HR26
313,MH12IJ0313,313,Maruti Suzuki,Baleno,Red,EV,2023-12-15,ACTIVE,MH12
314,MH12CD0314,314,Toyota,Innova,Black,CNG,2021-10-13,ACTIVE,MH12
315,HR26EF0315,315,Kia,Seltos,Red,PETROL,2025-04-03,CANCELLED,HR26
316,DL05EF0316,316,Toyota,Innova,Grey,CNG,2025-07-27,ACTIVE,DL05
317,UP16GH0317,317,Tata,Nexon,Grey,EV,2021-04-15,ACTIVE,UP16
318,DL01AB0318,318,Maruti Suzuki,Baleno,Red,EV,2024-07-18,ACTIVE,DL01
319,MH12CD0319,319,Hyundai,i20,Grey,EV,2025-03-23,ACTIVE,MH12
320,UP16GH0320,320,Kia,Seltos,Blue,CNG,2023-03-11,ACTIVE,UP16
321,UP16EF0321,321,Toyota,Innova,Black,EV,2023-10-08,ACTIVE,UP16
322,HR26IJ0322,322,Toyota,Innova,Silver,DIESEL,2023-08-14,ACTIVE,HR26
323,MH12AB0323,323,Hyundai,i20,White,EV,2025-03-09,SUSPENDED,MH12
324,MH12EF0324,324,Tata,Punch,Black,PETROL,2020-11-15,ACTIVE,MH12
325,DL05AB0325,325,Mahindra,XUV700,Grey,DIESEL,2023-10-07,ACTIVE,DL05
326,DL01AB0326,326,Maruti Suzuki,Swift,Black,EV,2024-09-30,ACTIVE,DL01
327,DL05IJ0327,327,Maruti Suzuki,Swift,Red,PETROL,2025-06-21,ACTIVE,DL05
328,DL01CD0328,328,Hyundai,i20,Black,PETROL,2021-10-16,CANCELLED,DL01
329,HR26CD0329,329,Mahindra,XUV700,Silver,DIESEL,2023-01-31,ACTIVE,HR26
330,HR26AB0330,330,Tata,Punch,Grey,EV,2023-09-03,ACTIVE,HR26
331,UP16AB0331,331,Tata,Nexon,Blue,EV,2020-11-23,ACTIVE,UP16
332,DL05IJ0332,332,Tata,Punch,Blue,EV,2022-07-18,ACTIVE,DL05
333,DL05CD0333,333,Tata,Punch,Blue,EV,2022-04-18,CANCELLED,DL05
334,UP16GH0334,334,Tata,Nexon,Blue,CNG,2024-12-18,CANCELLED,UP16
335,UP16AB0335,335,Hyundai,i20,Grey,EV,2021-08-05,ACTIVE,UP16
336,MH12IJ0336,336,Hyundai,i20,White,DIESEL,2023-09-20,ACTIVE,MH12
337,HR26CD0337,337,Honda,City,Grey,EV,2023-10-11,ACTIVE,HR26
338,DL05AB0338,338,Mahindra,XUV700,Silver,EV,2020-12-06,ACTIVE,DL05
339,DL05AB0339,339,Tata,Punch,Red,PETROL,2025-02-16,ACTIVE,DL05
340,UP16CD0340,340,Kia,Seltos,Silver,EV,2025-05-03,ACTIVE,UP16
341,DL05IJ0341,341,Hyundai,Creta,Grey,CNG,2025-06-18,ACTIVE,DL05
342,DL05AB0342,342,Hyundai,Creta,White,EV,2023-02-27,ACTIVE,DL05
343,UP16CD0343,343,Tata,Punch,White,PETROL,2022-01-07,ACTIVE,UP16
344,MH12EF0344,344,Tata,Punch,Black,CNG,2024-05-25,ACTIVE,MH12
345,HR26GH0345,345,Honda,City,Silver,DIESEL,2024-06-06,ACTIVE,HR26
346,UP16EF0346,346,Maruti Suzuki,Swift,Black,DIESEL,2020-12-18,ACTIVE,UP16
347,DL05EF0347,347,Mahindra,XUV700,Grey,CNG,2024-12-10,SUSPENDED,DL05
348,HR26EF0348,348,Hyundai,Creta,White,DIESEL,2023-11-30,ACTIVE,HR26
349,DL01EF0349,349,Hyundai,i20,Black,PETROL,2021-04-13,ACTIVE,DL01
350,UP16IJ0350,350,Toyota,Innova,White,EV,2025-08-30,ACTIVE,UP16
351,UP16GH0351,351,Tata,Nexon,Silver,PETROL,2020-12-27,ACTIVE,UP16
352,DL01CD0352,352,Tata,Punch,Grey,EV,2023-01-27,ACTIVE,DL01
353,UP16AB0353,353,Toyota,Innova,Grey,CNG,2024-04-06,ACTIVE,UP16
354,DL01CD0354,354,Kia,Seltos,Grey,DIESEL,2023-06-21,ACTIVE,DL01
355,UP16CD0355,355,Maruti Suzuki,Swift,White,EV,2023-06-25,ACTIVE,UP16
356,MH12CD0356,356,Toyota,Innova,Silver,EV,2021-05-01,ACTIVE,MH12
357,UP16EF0357,357,Maruti Suzuki,Baleno,Black,EV,2024-02-17,ACTIVE,UP16
358,MH12GH0358,358,,Punch,Grey,DIESEL,2024-12-08,SUSPENDED,MH12
359,DL01AB0359,359,Honda,City,Grey,PETROL,2022-03-14,ACTIVE,DL01
360,UP16IJ0360,360,Kia,Seltos,Silver,EV,2023-09-17,ACTIVE,UP16
361,UP16AB0361,361,Hyundai,Creta,Red,DIESEL,2021-11-17,ACTIVE,UP16
362,DL05GH0362,362,Honda,City,Black,EV,2022-07-07,ACTIVE,DL05
363,UP16AB0363,363,Honda,City,Black,PETROL,2025-04-30,ACTIVE,UP16
364,HR26EF0364,364,Hyundai,Creta,Red,PETROL,2021-01-22,ACTIVE,HR26
365,UP16CD0365,365,Hyundai,Creta,Blue,CNG,2022-08-03,ACTIVE,UP16
366,HR26CD0366,366,Tata,Nexon,Grey,EV,2022-04-13,ACTIVE,HR26
367,DL05IJ0367,367,Mahindra,XUV700,Grey,DIESEL,2025-01-09,ACTIVE,DL05
368,UP16GH0368,368,Tata,Punch,Blue,EV,2023-02-06,ACTIVE,UP16
369,HR26IJ0369,369,Maruti Suzuki,Swift,Red,DIESEL,2022-06-08,ACTIVE,HR26
370,DL01EF0370,370,Maruti Suzuki,Swift,Black,CNG,2021-03-20,ACTIVE,DL01
371,DL01AB0371,371,Honda,City,Black,CNG,2022-04-20,CANCELLED,DL01
372,MH12CD0372,372,Maruti Suzuki,Swift,White,CNG,2024-05-20,ACTIVE,MH12
373,HR26EF0373,373,Tata,Nexon,White,PETROL,2021-05-04,ACTIVE,HR26
374,UP16EF0374,374,Mahindra,XUV700,Grey,CNG,2024-06-19,ACTIVE,UP16
375,UP16IJ0375,375,Tata,Punch,Black,EV,2023-06-29,CANCELLED,UP16
376,UP16IJ0376,376,Kia,Seltos,White,CNG,2023-10-19,ACTIVE,UP16
377,DL01AB0377,377,Tata,Nexon,Blue,DIESEL,2024-04-19,ACTIVE,DL01
378,HR26EF0378,378,Kia,Seltos,White,EV,2024-10-26,ACTIVE,HR26
379,UP16GH0379,379,Honda,City,Grey,DIESEL,2024-01-23,ACTIVE,UP16
380,UP16GH0380,380,Tata,Nexon,Black,PETROL,2025-07-20,ACTIVE,UP16
381,DL05AB0381,381,Toyota,Innova,Black,EV,2024-08-03,ACTIVE,DL05
382,HR26EF0382,382,Tata,Nexon,Red,PETROL,2024-07-21,ACTIVE,HR26
383,UP16EF0383,383,Tata,Nexon,Black,PETROL,2022-09-11,ACTIVE,UP16
384,UP16EF0384,384,Toyota,Innova,Red,CNG,2022-01-15,ACTIVE,UP16
385,HR26AB0385,385,Kia,Seltos,Grey,PETROL,2023-06-17,ACTIVE,HR26
386,DL05CD0386,386,Honda,City,White,PETROL,2021-09-11,ACTIVE,DL05
387,MH12GH0387,387,Tata,Punch,Red,PETROL,2020-12-09,ACTIVE,MH12
388,DL05IJ0388,388,Maruti Suzuki,Baleno,Blue,DIESEL,2022-09-09,ACTIVE,DL05
389,MH12IJ0389,389,Tata,Nexon,Grey,CNG,2025-02-14,SUSPENDED,MH12
390,MH12CD0390,390,Hyundai,i20,Black,DIESEL,2024-07-03,ACTIVE,MH12
391,UP16CD0391,391,Hyundai,Creta,Red,CNG,2025-03-06,ACTIVE,UP16
392,UP16CD0392,392,Hyundai,Creta,White,DIESEL,2024-09-08,SUSPENDED,UP16
393,DL01IJ0393,393,Mahindra,XUV700,Red,CNG,2022-03-28,ACTIVE,DL01
394,HR26AB0394,394,Maruti Suzuki,Baleno,Red,EV,2023-02-05,ACTIVE,HR26
395,MH12EF0395,395,Tata,Nexon,White,PETROL,2020-12-02,ACTIVE,MH12
396,MH12IJ0396,396,Honda,City,Grey,CNG,2024-11-09,ACTIVE,MH12
397,MH12EF0397,397,Hyundai,Creta,Black,CNG,2021-04-30,ACTIVE,MH12
398,DL01IJ0398,398,Tata,Nexon,White,DIESEL,2022-05-27,SUSPENDED,DL01
399,HR26GH0399,399,Hyundai,Creta,Blue,PETROL,2021-09-29,ACTIVE,HR26
400,UP16EF0400,400,Kia,Seltos,Red,CNG,2022-11-07,ACTIVE,UP16
401,HR26IJ0401,401,Hyundai,Creta,Blue,EV,2024-04-21,ACTIVE,HR26
402,UP16IJ0402,402,Kia,Seltos,Black,CNG,2024-12-10,ACTIVE,UP16
403,DL01CD0403,403,Maruti Suzuki,Baleno,Grey,CNG,2024-11-06,ACTIVE,DL01
404,DL05AB0404,404,Hyundai,Creta,Blue,PETROL,2024-09-29,ACTIVE,DL05
405,UP16AB0405,405,Mahindra,XUV700,Black,DIESEL,2023-02-14,ACTIVE,UP16
406,DL01CD0406,406,Honda,City,Blue,PETROL,2024-02-07,ACTIVE,DL01
407,MH12GH0407,407,Tata,Nexon,White,PETROL,2025-02-02,ACTIVE,MH12
408,MH12AB0408,408,Honda,City,Red,DIESEL,2022-10-18,ACTIVE,MH12
409,HR26AB0409,409,Hyundai,Creta,Grey,PETROL,2024-02-19,ACTIVE,HR26
410,MH12CD0410,410,Toyota,Innova,White,EV,2022-07-19,ACTIVE,MH12
411,HR26GH0411,411,Maruti Suzuki,Baleno,Blue,CNG,2024-07-24,ACTIVE,HR26
412,DL05GH0412,412,Maruti Suzuki,Swift,Blue,PETROL,2021-05-27,SUSPENDED,DL05
413,UP16AB0413,413,Toyota,Innova,Blue,PETROL,2022-09-26,ACTIVE,UP16
414,DL01EF0414,414,Hyundai,Creta,Black,PETROL,2024-05-09,ACTIVE,DL01
415,HR26GH0415,415,Hyundai,i20,Blue,CNG,2024-09-29,ACTIVE,HR26
416,UP16IJ0416,416,Toyota,Innova,Black,DIESEL,2023-08-02,ACTIVE,UP16
417,MH12IJ0417,417,Hyundai,i20,Blue,DIESEL,2021-08-09,ACTIVE,MH12
418,UP16IJ0418,418,Kia,Seltos,White,EV,2024-01-04,ACTIVE,UP16
419,DL01GH0419,419,Kia,Seltos,Grey,EV,2025-08-03,ACTIVE,DL01
420,DL05AB0420,420,Mahindra,XUV700,Grey,EV,2022-05-31,ACTIVE,DL05
421,DL05CD0421,421,Maruti Suzuki,Swift,Black,EV,2024-07-22,ACTIVE,DL05
422,DL05AB0422,422,Tata,Nexon,Grey,EV,2022-04-13,ACTIVE,DL05
423,MH12CD0423,423,Honda,City,White,PETROL,2024-12-09,SUSPENDED,MH12
424,MH12AB0424,424,Tata,Punch,Grey,DIESEL,2023-10-11,ACTIVE,MH12
425,UP16IJ0425,425,Tata,Nexon,White,CNG,2022-01-11,ACTIVE,UP16
426,DL01IJ0426,426,Mahindra,XUV700,Silver,DIESEL,2021-04-30,ACTIVE,DL01
427,DL05IJ0427,427,Maruti Suzuki,Swift,Silver,EV,2020-12-14,ACTIVE,DL05
428,MH12CD0428,428,Hyundai,i20,White,DIESEL,2020-12-17,ACTIVE,MH12
429,DL01GH0429,429,Maruti Suzuki,Baleno,Blue,CNG,2022-06-09,ACTIVE,DL01
430,UP16IJ0430,430,Maruti Suzuki,Swift,Blue,PETROL,2024-09-26,ACTIVE,UP16
431,DL01IJ0431,431,Honda,City,White,CNG,2021-08-06,ACTIVE,DL01
432,MH12EF0432,432,Hyundai,i20,Red,CNG,2022-03-17,ACTIVE,MH12
433,UP16EF0433,433,Toyota,Innova,Silver,PETROL,2025-04-17,ACTIVE,UP16
434,UP16AB0434,434,Hyundai,i20,Grey,PETROL,2025-01-23,ACTIVE,UP16
435,MH12AB0435,435,Mahindra,XUV700,White,PETROL,2025-03-14,ACTIVE,MH12
436,DL05CD0436,436,Tata,Punch,Silver,EV,2023-08-19,ACTIVE,DL05
437,DL01EF0437,437,Tata,Nexon,White,CNG,2022-06-24,ACTIVE,DL01
438,UP16CD0438,438,Honda,City,Silver,EV,2024-01-02,CANCELLED,UP16
439,DL01GH0439,439,Hyundai,Creta,Silver,CNG,2021-06-08,ACTIVE,DL01
440,DL05CD0440,440,Kia,Seltos,Blue,DIESEL,2021-05-29,ACTIVE,DL05
441,HR26IJ0441,441,Honda,City,Blue,PETROL,2021-07-15,ACTIVE,HR26
442,DL05CD0442,442,Maruti Suzuki,Baleno,Silver,PETROL,2025-01-19,ACTIVE,DL05
443,HR26IJ0443,443,Maruti Suzuki,Swift,Blue,EV,2024-08-11,ACTIVE,HR26
444,UP16CD0444,444,Toyota,Innova,White,DIESEL,2024-06-27,ACTIVE,UP16
445,DL05GH0445,445,Hyundai,Creta,Black,DIESEL,2022-08-05,ACTIVE,DL05
446,DL01EF0446,446,,Seltos,Red,PETROL,2021-03-09,ACTIVE,DL01
447,DL01IJ0447,447,Kia,Seltos,Black,PETROL,2021-11-02,ACTIVE,DL01
448,DL05GH0448,448,Kia,Seltos,Grey,PETROL,2023-01-14,ACTIVE,DL05
449,UP16GH0449,449,Maruti Suzuki,Swift,White,PETROL,2020-10-02,ACTIVE,UP16
450,DL05CD0450,450,Kia,Seltos,Grey,EV,2020-10-08,ACTIVE,DL05
451,UP16GH0451,451,Kia,Seltos,Red,PETROL,2022-08-10,ACTIVE,UP16
452,MH12EF0452,452,Kia,Seltos,Red,CNG,2025-02-26,ACTIVE,MH12
453,UP16GH0453,453,Mahindra,XUV700,Black,EV,2023-01-10,CANCELLED,UP16
454,HR26AB0454,454,Tata,Nexon,Grey,DIESEL,2025-02-04,ACTIVE,HR26
455,DL05EF0455,455,Mahindra,XUV700,Silver,PETROL,2020-11-03,ACTIVE,DL05
456,MH12AB0456,456,Hyundai,Creta,Blue,CNG,2023-05-16,ACTIVE,MH12
457,DL05GH0457,457,Toyota,Innova,Red,EV,2020-11-12,ACTIVE,DL05
458,MH12GH0458,458,Toyota,Innova,Red,CNG,2022-09-26,ACTIVE,MH12
459,UP16AB0459,459,Hyundai,Creta,Red,CNG,2025-04-06,ACTIVE,UP16
460,DL01EF0460,460,Hyundai,Creta,White,CNG,2024-08-24,ACTIVE,DL01
461,DL05EF0461,461,Tata,Nexon,Red,CNG,2024-03-29,ACTIVE,DL05
462,DL05CD0462,462,Hyundai,Creta,Blue,EV,2024-11-21,ACTIVE,DL05
463,DL05EF0463,463,Maruti Suzuki,Swift,Black,DIESEL,2022-11-10,ACTIVE,DL05
464,UP16CD0464,464,Toyota,Innova,Grey,DIESEL,2021-05-16,ACTIVE,UP16
465,DL05GH0465,465,Maruti Suzuki,Swift,Silver,PETROL,2024-12-18,ACTIVE,DL05
466,DL05IJ0466,466,Tata,Punch,Black,DIESEL,2022-05-01,ACTIVE,DL05
467,HR26CD0467,467,Honda,City,Red,DIESEL,2025-04-18,ACTIVE,HR26
468,HR26GH0468,468,Honda,City,White,DIESEL,2024-07-28,ACTIVE,HR26
469,UP16IJ0469,469,Maruti Suzuki,Baleno,Blue,EV,2025-03-12,ACTIVE,UP16
470,MH12CD0470,470,Toyota,Innova,Grey,DIESEL,2021-10-25,ACTIVE,MH12
471,UP16AB0471,471,Hyundai,Creta,Red,DIESEL,2024-11-28,ACTIVE,UP16
472,HR26IJ0472,472,Honda,City,Black,CNG,2024-07-18,ACTIVE,HR26
473,UP16EF0473,473,Tata,Nexon,Grey,CNG,2021-02-18,ACTIVE,UP16
474,DL01EF0474,474,Tata,Nexon,White,PETROL,2024-05-12,ACTIVE,DL01
475,HR26CD0475,475,Mahindra,XUV700,Silver,EV,2023-11-26,SUSPENDED,HR26
476,MH12CD0476,476,Maruti Suzuki,Swift,White,CNG,2021-03-16,ACTIVE,MH12
477,HR26AB0477,477,Maruti Suzuki,Swift,Blue,DIESEL,2022-11-13,ACTIVE,HR26
478,HR26CD0478,478,Maruti Suzuki,Baleno,Red,DIESEL,2023-06-26,ACTIVE,HR26
479,HR26EF0479,479,Maruti Suzuki,Swift,Black,DIESEL,2025-02-23,ACTIVE,HR26
480,UP16IJ0480,480,Toyota,Innova,Grey,DIESEL,2025-01-14,CANCELLED,UP16
481,MH12AB0481,481,Tata,Nexon,White,DIESEL,2022-09-28,ACTIVE,MH12
482,MH12GH0482,482,Hyundai,i20,Blue,DIESEL,2022-01-26,ACTIVE,MH12
483,HR26CD0483,483,Maruti Suzuki,Baleno,Blue,PETROL,2024-12-13,ACTIVE,HR26
484,UP16AB0484,484,Tata,Nexon,Blue,EV,2023-09-28,ACTIVE,UP16
485,HR26CD0485,485,Maruti Suzuki,Swift,Silver,EV,2024-03-16,ACTIVE,HR26
486,UP16CD0486,486,Toyota,Innova,White,PETROL,2023-04-03,ACTIVE,UP16
487,MH12CD0487,487,Mahindra,XUV700,Red,CNG,2023-09-10,ACTIVE,MH12
488,UP16IJ0488,488,Tata,Punch,Grey,DIESEL,2021-04-21,ACTIVE,UP16
489,HR26CD0489,489,Tata,Punch,Red,DIESEL,2025-01-09,ACTIVE,HR26
490,UP16IJ0490,490,Maruti Suzuki,Swift,Grey,PETROL,2024-07-04,ACTIVE,UP16
491,MH12EF0491,491,Tata,Punch,White,DIESEL,2023-03-19,ACTIVE,MH12
492,UP16GH0492,492,Maruti Suzuki,Baleno,Silver,EV,2025-03-14,ACTIVE,UP16
493,DL05EF0493,493,Tata,Nexon,Grey,EV,2020-10-14,ACTIVE,DL05
494,UP16EF0494,494,Maruti Suzuki,Baleno,Silver,CNG,2024-06-20,ACTIVE,UP16
495,UP16CD0495,495,Mahindra,XUV700,White,CNG,2022-12-20,ACTIVE,UP16
496,HR26IJ0496,496,,Creta,White,CNG,2024-04-15,ACTIVE,HR26
497,DL05GH0497,497,Maruti Suzuki,Baleno,Grey,PETROL,2021-05-01,ACTIVE,DL05
498,DL01EF0498,498,Kia,Seltos,White,EV,2021-09-14,ACTIVE,DL01
499,DL05AB0499,499,Honda,City,Black,PETROL,2025-06-27,ACTIVE,DL05
500,UP16IJ0500,500,,Seltos,Grey,PETROL,2023-02-18,ACTIVE,UP16
501,DL05AB0501,501,Tata,Punch,Black,DIESEL,2025-05-17,ACTIVE,DL05
502,UP16IJ0502,502,Tata,Nexon,Black,DIESEL,2023-08-16,ACTIVE,UP16
503,HR26EF0503,503,Honda,City,Blue,DIESEL,2021-08-09,ACTIVE,HR26
504,MH12GH0504,504,Toyota,Innova,Grey,EV,2021-07-08,ACTIVE,MH12
505,DL05GH0505,505,Hyundai,Creta,Blue,DIESEL,2024-12-31,ACTIVE,DL05
506,UP16AB0506,506,Hyundai,Creta,Blue,EV,2024-02-22,ACTIVE,UP16
507,DL05GH0507,507,Kia,Seltos,Blue,DIESEL,2024-12-06,ACTIVE,DL05
508,UP16IJ0508,508,Tata,Nexon,Red,CNG,2022-08-22,ACTIVE,UP16
509,DL05CD0509,509,Toyota,Innova,White,PETROL,2021-04-13,ACTIVE,DL05
510,HR26IJ0510,510,Honda,City,Blue,DIESEL,2022-08-25,ACTIVE,HR26
511,DL01EF0511,511,Hyundai,i20,Blue,PETROL,2022-12-31,ACTIVE,DL01
512,UP16IJ0512,512,Mahindra,XUV700,Silver,PETROL,2024-06-21,ACTIVE,UP16
513,DL01CD0513,513,Honda,City,Black,EV,2023-07-18,ACTIVE,DL01
514,DL01AB0514,514,Maruti Suzuki,Baleno,Grey,EV,2025-03-03,ACTIVE,DL01
515,DL01AB0515,515,Tata,Punch,White,DIESEL,2022-05-29,ACTIVE,DL01
516,DL01IJ0516,516,Kia,Seltos,Blue,EV,2022-05-27,ACTIVE,DL01
517,DL01EF0517,517,Kia,Seltos,Red,EV,2023-10-06,ACTIVE,DL01
518,HR26AB0518,518,Maruti Suzuki,Baleno,Silver,PETROL,2022-01-30,ACTIVE,HR26
519,UP16AB0519,519,Mahindra,XUV700,Red,PETROL,2024-01-16,ACTIVE,UP16
520,DL05IJ0520,520,Tata,Nexon,Silver,CNG,2023-09-16,ACTIVE,DL05
521,UP16AB0521,521,Hyundai,i20,Red,PETROL,2022-09-10,ACTIVE,UP16
522,HR26GH0522,522,Maruti Suzuki,Swift,Black,DIESEL,2021-08-07,ACTIVE,HR26
523,MH12GH0523,523,Mahindra,XUV700,Black,DIESEL,2025-06-13,SUSPENDED,MH12
524,UP16AB0524,524,,i20,Grey,EV,2020-11-07,ACTIVE,UP16
525,MH12EF0525,525,Hyundai,i20,Blue,PETROL,2025-09-02,ACTIVE,MH12
526,DL05IJ0526,526,Maruti Suzuki,Swift,Red,PETROL,2022-09-09,ACTIVE,DL05
527,HR26EF0527,527,Maruti Suzuki,Swift,White,DIESEL,2024-11-21,ACTIVE,HR26
528,MH12IJ0528,528,Mahindra,XUV700,Red,EV,2022-04-17,ACTIVE,MH12
529,UP16AB0529,529,Hyundai,Creta,Silver,DIESEL,2022-08-17,ACTIVE,UP16
530,HR26EF0530,530,Hyundai,i20,Grey,DIESEL,2024-08-10,SUSPENDED,HR26
531,DL01AB0531,531,Maruti Suzuki,Baleno,Grey,DIESEL,2024-10-11,ACTIVE,DL01
532,HR26IJ0532,532,Kia,Seltos,Silver,PETROL,2021-10-23,ACTIVE,HR26
533,DL01CD0533,533,Tata,Nexon,Red,CNG,2021-02-19,ACTIVE,DL01
534,HR26IJ0534,534,Mahindra,XUV700,Silver,PETROL,2025-04-04,CANCELLED,HR26
535,UP16IJ0535,535,Maruti Suzuki,Baleno,Blue,EV,2022-02-01,ACTIVE,UP16
536,DL05CD0536,536,Maruti Suzuki,Baleno,Grey,PETROL,2021-05-10,SUSPENDED,DL05
537,MH12AB0537,537,Mahindra,XUV700,Silver,PETROL,2023-02-02,ACTIVE,MH12
538,DL05GH0538,538,Tata,Nexon,White,CNG,2021-11-05,ACTIVE,DL05
539,DL05IJ0539,539,Maruti Suzuki,Swift,Silver,DIESEL,2021-12-08,SUSPENDED,DL05
540,DL05CD0540,540,Honda,City,Silver,CNG,2024-09-21,ACTIVE,DL05
541,DL01EF0541,541,Kia,Seltos,Silver,DIESEL,2023-11-27,ACTIVE,DL01
542,UP16CD0542,542,Kia,Seltos,Black,DIESEL,2025-08-20,ACTIVE,UP16
543,MH12EF0543,543,Tata,Nexon,Red,PETROL,2022-06-23,ACTIVE,MH12
544,UP16GH0544,544,Kia,Seltos,Silver,DIESEL,2024-12-24,ACTIVE,UP16
545,UP16GH0545,545,Tata,Nexon,Blue,PETROL,2022-08-11,ACTIVE,UP16
546,UP16EF0546,546,Hyundai,i20,Red,PETROL,2024-10-07,ACTIVE,UP16
547,UP16GH0547,547,Maruti Suzuki,Swift,Red,CNG,2021-08-18,ACTIVE,UP16
548,DL01IJ0548,548,Tata,Nexon,White,PETROL,2020-12-15,ACTIVE,DL01
549,DL05GH0549,549,Kia,Seltos,White,PETROL,2021-08-14,ACTIVE,DL05
550,HR26AB0550,550,Hyundai,Creta,Black,CNG,2024-04-09,ACTIVE,HR26
551,DL01AB0551,551,Maruti Suzuki,Swift,Silver,DIESEL,2023-04-18,ACTIVE,DL01
552,DL05GH0552,552,Hyundai,i20,Blue,CNG,2024-01-29,ACTIVE,DL05
553,HR26AB0553,553,Mahindra,XUV700,Blue,PETROL,2024-09-06,ACTIVE,HR26
554,DL05EF0554,554,Mahindra,XUV700,Black,DIESEL,2022-11-09,ACTIVE,DL05
555,DL01IJ0555,555,Tata,Nexon,Black,CNG,2022-04-20,SUSPENDED,DL01
556,HR26EF0556,556,Honda,City,Blue,EV,2022-05-08,SUSPENDED,HR26
557,DL01EF0557,557,Toyota,Innova,Silver,CNG,2023-11-21,SUSPENDED,DL01
558,MH12EF0558,558,Maruti Suzuki,Baleno,Blue,PETROL,2023-08-31,ACTIVE,MH12
559,HR26AB0559,559,Honda,City,Red,DIESEL,2025-09-10,ACTIVE,HR26
560,HR26IJ0560,560,Maruti Suzuki,Swift,Red,DIESEL,2025-08-06,ACTIVE,HR26
561,UP16IJ0561,561,Maruti Suzuki,Swift,Blue,DIESEL,2023-09-04,ACTIVE,UP16
562,HR26EF0562,562,Toyota,Innova,Silver,EV,2022-09-04,ACTIVE,HR26
563,DL05AB0563,563,Honda,City,Silver,DIESEL,2020-12-21,ACTIVE,DL05
564,MH12AB0564,564,Kia,Seltos,White,DIESEL,2024-05-15,ACTIVE,MH12
565,DL01IJ0565,565,Hyundai,i20,White,CNG,2022-05-31,ACTIVE,DL01
566,DL01IJ0566,566,Maruti Suzuki,Swift,Grey,CNG,2021-08-13,ACTIVE,DL01
567,DL01CD0567,567,Maruti Suzuki,Baleno,White,EV,2022-03-26,ACTIVE,DL01
568,HR26GH0568,568,Kia,Seltos,Black,CNG,2025-07-26,ACTIVE,HR26
569,MH12EF0569,569,Maruti Suzuki,Swift,Black,CNG,2024-09-16,ACTIVE,MH12
570,DL01AB0570,570,Honda,City,Grey,EV,2024-12-09,SUSPENDED,DL01
571,HR26IJ0571,571,Tata,Punch,Black,PETROL,2025-04-03,ACTIVE,HR26
572,UP16IJ0572,572,Maruti Suzuki,Swift,Red,EV,2021-07-27,ACTIVE,UP16
573,MH12GH0573,573,Mahindra,XUV700,Black,EV,2024-02-01,ACTIVE,MH12
574,UP16GH0574,574,Tata,Punch,Grey,PETROL,2023-09-08,ACTIVE,UP16
575,DL01GH0575,575,Honda,City,Grey,EV,2022-05-12,ACTIVE,DL01
576,HR26EF0576,576,Hyundai,i20,Blue,PETROL,2023-03-08,ACTIVE,HR26
577,DL05AB0577,577,Mahindra,XUV700,Blue,CNG,2025-04-25,ACTIVE,DL05
578,DL01GH0578,578,Maruti Suzuki,Baleno,Silver,PETROL,2023-06-13,ACTIVE,DL01
579,UP16GH0579,579,Tata,Punch,Silver,CNG,2020-10-11,ACTIVE,UP16
