capture_id,plate_id,camera_id,captured_at,observed_make,observed_model,observed_colour,ocr_confidence
307,HR26CD0329,CAM005,2026-07-20T05:00:00,Mahindra,XUV700,Silver,0.994
308,MH12IJ0238,CAM001,2026-07-08T13:00:00,Tata,Punch,Blue,0.932
309,MH12IJ0238,CAM002,2026-08-09T09:00:00,Tata,Punch,Blue,0.907
310,DL05AB0241,CAM005,2026-08-07T10:00:00,Toyota,Innova,Blue,0.892
311,DL05AB0241,CAM004,2026-07-24T07:00:00,Toyota,Innova,Blue,0.916
312,DL05AB0005,CAM004,2026-08-06T05:00:00,Mahindra,XUV700,Silver,0.928
313,DL05AB0339,CAM002,2026-08-20T10:00:00,Tata,Punch,Red,0.895
314,DL05IJ0309,CAM003,2026-09-03T23:00:00,Tata,Nexon,Silver,0.939
315,DL05IJ0309,CAM001,2026-08-07T00:00:00,Tata,Nexon,Silver,0.865
316,MH12GH0286,CAM001,2026-08-07T10:00:00,Toyota,Innova,Red,0.939
317,MH12GH0286,CAM003,2026-07-19T04:00:00,Toyota,Innova,Red,0.863
318,MH12IJ0205,CAM002,2026-09-04T01:00:00,Mahindra,XUV700,Grey,0.884
319,MH12IJ0205,CAM001,2026-07-23T13:00:00,Mahindra,XUV700,Grey,0.861
320,DL01EF0446,CAM001,2026-07-25T06:00:00,Kia,Seltos,Red,0.928
321,DL01EF0446,CAM004,2026-07-07T16:00:00,Kia,Seltos,Red,0.982
322,HR26GH0015,CAM004,2026-08-06T12:00:00,Tata,Punch,White,0.954
323,DL01AB0180,CAM005,2026-07-18T10:00:00,Mahindra,XUV700,Silver,0.878
324,UP16AB0331,CAM005,2026-08-03T22:00:00,Tata,Nexon,Blue,0.994
325,DL05IJ0252,CAM004,2026-08-08T20:00:00,Honda,City,Silver,0.987
326,UP16AB0184,CAM004,2026-07-29T06:00:00,Toyota,Innova,Silver,0.934
327,UP16AB0184,CAM004,2026-08-11T02:00:00,Toyota,Innova,Silver,0.909
328,UP16AB0184,CAM002,2026-07-28T20:00:00,Toyota,Innova,Silver,0.965
329,DL05GH0130,CAM004,2026-08-10T21:00:00,Tata,Nexon,Silver,0.951
330,DL01CD0567,CAM002,2026-07-25T08:00:00,Maruti Suzuki,Baleno,White,0.93
331,DL01CD0567,CAM004,2026-08-30T01:00:00,Maruti Suzuki,Baleno,White,0.979
332,DL01CD0567,CAM005,2026-08-19T09:00:00,Maruti Suzuki,Baleno,White,0.888
333,HR26AB0597,CAM003,2026-09-04T05:00:00,Tata,Punch,Red,0.851
334,HR26AB0597,CAM003,2026-07-27T15:00:00,Tata,Punch,Red,0.889
335,UP16IJ0508,CAM005,2026-07-17T15:00:00,Tata,Nexon,Red,0.85
336,UP16IJ0508,CAM001,2026-07-31T08:00:00,Tata,Nexon,Red,0.869
337,UP16IJ0508,CAM004,2026-08-13T01:00:00,Tata,Nexon,Red,0.923
338,DL01IJ0393,CAM001,2026-07-15T22:00:00,Mahindra,XUV700,Red,0.867
339,DL01IJ0393,CAM001,2026-08-17T03:00:00,Mahindra,XUV700,Red,0.931
340,HR26AB0256,CAM003,2026-07-11T19:00:00,Tata,Nexon,Grey,0.923
341,HR26AB0256,CAM004,2026-08-13T17:00:00,Tata,Nexon,Grey,0.905
342,DL01CD0406,CAM001,2026-08-12T18:00:00,Honda,City,Blue,0.921
343,DL01EF0156,CAM003,2026-08-19T16:00:00,Honda,City,Black,0.94
344,HR26IJ0226,CAM003,2026-07-06T14:00:00,Maruti Suzuki,Swift,Black,0.861
345,DL05GH0166,CAM004,2026-08-20T01:00:00,Mahindra,XUV700,Blue,0.967
346,DL05GH0166,CAM001,2026-08-31T10:00:00,Mahindra,XUV700,Blue,0.948
347,MH12EF0229,CAM005,2026-08-25T21:00:00,Toyota,Innova,Blue,0.861
348,MH12EF0229,CAM005,2026-07-13T23:00:00,Toyota,Innova,Blue,0.945
349,UP16EF0271,CAM002,2026-08-09T05:00:00,Honda,City,Grey,0.958
350,UP16EF0271,CAM005,2026-09-04T09:00:00,Honda,City,Grey,0.883
351,UP16EF0271,CAM003,2026-07-18T09:00:00,Honda,City,Grey,0.875
352,DL05EF0493,CAM003,2026-08-27T01:00:00,Tata,Nexon,Grey,0.882
353,DL05IJ0128,CAM003,2026-07-23T09:00:00,Hyundai,i20,Blue,0.997
354,UP16IJ0350,CAM002,2026-08-03T15:00:00,Toyota,Innova,White,0.91
355,UP16IJ0350,CAM004,2026-08-31T09:00:00,Toyota,Innova,White,0.958
356,DL01IJ0426,CAM005,2026-08-13T23:00:00,Mahindra,XUV700,Silver,0.856
357,DL01IJ0426,CAM003,2026-08-14T06:00:00,Mahindra,XUV700,Silver,0.985
358,DL01IJ0447,CAM002,2026-09-02T14:00:00,Kia,Seltos,Black,0.968
359,DL01IJ0447,CAM002,2026-08-15T08:00:00,Kia,Seltos,Black,0.946
360,DL01IJ0063,CAM005,2026-07-27T13:00:00,Toyota,Innova,Grey,0.963
361,MH12AB0280,CAM003,2026-09-03T04:00:00,Toyota,Innova,White,0.99
362,UP16CD0392,CAM001,2026-08-24T02:00:00,Hyundai,Creta,White,0.964
363,DL05CD0509,CAM005,2026-08-02T11:00:00,Toyota,Innova,White,0.878
364,UP16EF0197,CAM001,2026-08-02T13:00:00,Maruti Suzuki,Baleno,White,0.968
365,MH12GH0358,CAM003,2026-07-06T21:00:00,Tata,Punch,Grey,0.869
366,MH12GH0358,CAM004,2026-07-21T15:00:00,Tata,Punch,Grey,0.868
367,MH12EF0395,CAM001,2026-08-13T06:00:00,Tata,Nexon,White,0.854
368,MH12EF0395,CAM004,2026-08-02T11:00:00,Tata,Nexon,White,0.959
369,MH12EF0395,CAM004,2026-07-31T14:00:00,Tata,Nexon,White,0.881
370,DL01CD0354,CAM002,2026-09-03T09:00:00,Kia,Seltos,Grey,0.929
371,DL01CD0354,CAM004,2026-07-27T21:00:00,Kia,Seltos,Grey,0.903
372,DL05CD0540,CAM003,2026-07-19T06:00:00,Honda,City,Silver,0.925
373,DL05CD0540,CAM005,2026-08-06T16:00:00,Honda,City,Silver,0.877
374,UP16GH0165,CAM003,2026-07-29T04:00:00,Tata,Nexon,Silver,0.957
375,UP16GH0165,CAM004,2026-08-15T23:00:00,Tata,Nexon,Silver,0.888
376,MH12AB0087,CAM004,2026-08-19T17:00:00,Honda,City,Grey,0.975
377,DL01EF0541,CAM001,2026-08-16T14:00:00,Kia,Seltos,Silver,0.866
378,UP16GH0380,CAM001,2026-08-20T12:00:00,Tata,Nexon,Black,0.923
379,DL05AB0126,CAM005,2026-08-04T23:00:00,Maruti Suzuki,Swift,Silver,0.967
380,DL05AB0126,CAM001,2026-08-12T12:00:00,Maruti Suzuki,Swift,Silver,0.991
381,DL05AB0126,CAM001,2026-08-03T04:00:00,Maruti Suzuki,Swift,Silver,0.935
382,DL05IJ0332,CAM003,2026-07-20T08:00:00,Tata,Punch,Blue,0.88
383,UP16GH0017,CAM004,2026-08-15T02:00:00,Hyundai,i20,Silver,0.897
384,HR26AB0107,CAM005,2026-07-30T15:00:00,Maruti Suzuki,Swift,White,0.963
385,DL05EF0308,CAM004,2026-08-12T06:00:00,Honda,City,Red,0.99
386,DL05EF0308,CAM002,2026-07-10T02:00:00,Honda,City,Red,0.914
387,DL05IJ0520,CAM004,2026-08-28T17:00:00,Tata,Nexon,Silver,0.911
388,DL05IJ0520,CAM005,2026-07-19T04:00:00,Tata,Nexon,Silver,0.938
389,DL05IJ0520,CAM003,2026-07-05T13:00:00,Tata,Nexon,Silver,0.864
390,DL05AB0325,CAM003,2026-08-17T04:00:00,Mahindra,XUV700,Grey,0.893
391,DL05AB0325,CAM002,2026-08-18T21:00:00,Mahindra,XUV700,Grey,0.983
392,UP16EF0008,CAM005,2026-08-19T08:00:00,Toyota,Innova,Silver,0.954
393,UP16EF0008,CAM001,2026-07-09T05:00:00,Toyota,Innova,Silver,0.901
394,MH12EF0242,CAM002,2026-07-26T12:00:00,Maruti Suzuki,Swift,Black,0.982
395,DL01CD0195,CAM004,2026-07-27T06:00:00,Toyota,Innova,Red,0.993
396,DL01CD0195,CAM005,2026-07-25T13:00:00,Toyota,Innova,Red,0.868
397,MH12CD0476,CAM004,2026-08-06T19:00:00,Maruti Suzuki,Swift,White,0.932
398,DL01GH0439,CAM005,2026-08-25T14:00:00,Hyundai,Creta,Silver,0.996
399,DL01GH0439,CAM002,2026-07-12T04:00:00,Hyundai,Creta,Silver,0.893
400,DL01GH0439,CAM003,2026-07-16T03:00:00,Hyundai,Creta,Silver,0.961
401,UP16CD0343,CAM005,2026-07-09T21:00:00,Tata,Punch,White,0.864
402,UP16CD0343,CAM002,2026-08-13T15:00:00,Tata,Punch,White,0.921
403,UP16CD0343,CAM003,2026-08-31T23:00:00,Tata,Punch,White,0.953
404,MH12IJ0078,CAM003,2026-08-12T00:00:00,Tata,Nexon,Blue,0.995
405,MH12IJ0078,CAM005,2026-08-09T07:00:00,Tata,Nexon,Blue,0.965
406,MH12IJ0078,CAM001,2026-09-03T09:00:00,Tata,Nexon,Blue,0.982
407,UP16GH0203,CAM004,2026-07-14T21:00:00,Maruti Suzuki,Swift,Grey,0.98
408,UP16GH0203,CAM002,2026-07-12T06:00:00,Maruti Suzuki,Swift,Grey,0.915
409,UP16GH0451,CAM005,2026-08-10T00:00:00,Kia,Seltos,Red,0.922
410,UP16GH0451,CAM005,2026-08-11T05:00:00,Kia,Seltos,Red,0.939
411,UP16GH0451,CAM003,2026-08-27T04:00:00,Kia,Seltos,Red,0.909
412,UP16IJ0418,CAM004,2026-07-28T05:00:00,Kia,Seltos,White,0.906
413,UP16IJ0418,CAM002,2026-07-23T01:00:00,Kia,Seltos,White,0.926
414,MH12GH0482,CAM003,2026-07-18T05:00:00,Hyundai,i20,Blue,0.882
415,MH12GH0482,CAM005,2026-09-02T16:00:00,Hyundai,i20,Blue,0.88
416,MH12GH0482,CAM001,2026-09-02T22:00:00,Hyundai,i20,Blue,0.876
417,DL05AB0108,CAM003,2026-08-14T05:00:00,Mahindra,XUV700,Blue,0.93
418,DL05AB0108,CAM001,2026-07-19T07:00:00,Mahindra,XUV700,Blue,0.855
419,MH12AB0564,CAM005,2026-07-25T00:00:00,Kia,Seltos,White,0.978
420,MH12AB0564,CAM002,2026-08-23T16:00:00,Kia,Seltos,White,0.868
421,MH12AB0564,CAM001,2026-08-31T15:00:00,Kia,Seltos,White,0.908
422,MH12EF0324,CAM001,2026-08-20T05:00:00,Tata,Punch,Black,0.931
423,MH12EF0324,CAM001,2026-08-12T00:00:00,Tata,Punch,Black,0.998
424,DL01AB0147,CAM003,2026-08-03T11:00:00,Honda,City,Blue,0.87
425,HR26GH0230,CAM002,2026-07-19T11:00:00,Maruti Suzuki,Swift,Grey,0.976
426,HR26GH0230,CAM003,2026-08-23T20:00:00,Maruti Suzuki,Swift,Grey,0.874
427,DL01AB0514,CAM002,2026-08-16T11:00:00,Maruti Suzuki,Baleno,Grey,0.899
428,DL05AB0499,CAM002,2026-08-24T13:00:00,Honda,City,Black,0.919
429,DL01GH0599,CAM001,2026-08-16T05:00:00,Toyota,Innova,Black,0.924
430,DL01GH0599,CAM004,2026-09-01T08:00:00,Toyota,Innova,Black,0.934
431,DL01EF0511,CAM005,2026-07-30T15:00:00,Hyundai,i20,Blue,0.919
432,DL01EF0511,CAM001,2026-08-23T05:00:00,Hyundai,i20,Blue,0.899
433,UP16EF0140,CAM005,2026-08-07T21:00:00,Honda,City,Blue,0.901
434,DL05EF0461,CAM003,2026-08-10T19:00:00,Tata,Nexon,Red,0.992
435,DL05EF0461,CAM004,2026-08-04T10:00:00,Tata,Nexon,Red,0.887
436,HR26EF0527,CAM004,2026-07-25T06:00:00,Maruti Suzuki,Swift,White,0.94
437,HR26EF0527,CAM005,2026-07-24T06:00:00,Maruti Suzuki,Swift,White,0.983
438,DL05GH0549,CAM002,2026-08-05T02:00:00,Kia,Seltos,White,0.869
439,HR26IJ0510,CAM004,2026-08-17T23:00:00,Honda,City,Blue,0.997
440,HR26IJ0510,CAM001,2026-08-03T04:00:00,Honda,City,Blue,0.992
441,DL01CD0588,CAM004,2026-08-13T04:00:00,Hyundai,i20,Black,0.969
442,DL01CD0588,CAM002,2026-09-04T01:00:00,Hyundai,i20,Black,0.975
443,HR26IJ0088,CAM001,2026-09-01T08:00:00,Hyundai,Creta,Silver,0.966
444,HR26IJ0088,CAM002,2026-07-11T18:00:00,Hyundai,Creta,Silver,0.916
445,DL01CD0598,CAM004,2026-08-10T08:00:00,Kia,Seltos,Black,0.874
446,UP16CD0391,CAM002,2026-07-24T14:00:00,Hyundai,Creta,Red,0.948
447,UP16CD0391,CAM004,2026-08-11T08:00:00,Hyundai,Creta,Red,0.859
448,DL01EF0437,CAM001,2026-07-07T11:00:00,Tata,Nexon,White,0.924
449,DL01EF0437,CAM001,2026-07-14T23:00:00,Tata,Nexon,White,0.885
450,MH12AB0537,CAM005,2026-07-07T12:00:00,Mahindra,XUV700,Silver,0.96
451,MH12AB0537,CAM003,2026-07-29T17:00:00,Mahindra,XUV700,Silver,0.893
452,UP16GH0104,CAM002,2026-08-15T01:00:00,Toyota,Innova,Red,0.925
453,DL05IJ0466,CAM004,2026-08-19T14:00:00,Tata,Punch,Black,0.901
454,DL05IJ0466,CAM002,2026-07-16T20:00:00,Tata,Punch,Black,0.912
455,MH12IJ0052,CAM004,2026-08-25T13:00:00,Toyota,Innova,Blue,0.88
456,MH12AB0287,CAM002,2026-07-22T02:00:00,Maruti Suzuki,Baleno,Silver,0.933
457,MH12AB0424,CAM003,2026-07-09T01:00:00,Tata,Punch,Grey,0.891
458,MH12AB0424,CAM002,2026-07-29T12:00:00,Tata,Punch,Grey,0.926
459,MH12AB0424,CAM002,2026-08-16T09:00:00,Tata,Punch,Grey,0.899
460,UP16IJ0502,CAM004,2026-07-15T07:00:00,Tata,Nexon,Black,0.99
461,HR26GH0037,CAM002,2026-08-09T17:00:00,Toyota,Innova,Black,0.919
462,DL01GH0138,CAM001,2026-07-06T23:00:00,Tata,Punch,White,0.858
463,DL01GH0138,CAM004,2026-07-20T15:00:00,Tata,Punch,White,0.916
464,HR26CD0475,CAM003,2026-07-12T11:00:00,Mahindra,XUV700,Silver,0.957
465,HR26CD0475,CAM001,2026-07-17T05:00:00,Mahindra,XUV700,Silver,0.945
466,MH12AB0040,CAM002,2026-07-19T13:00:00,Tata,Nexon,Red,0.907
467,UP16GH0060,CAM004,2026-08-29T22:00:00,Kia,Seltos,Black,0.963
468,UP16GH0060,CAM003,2026-07-05T14:00:00,Kia,Seltos,Black,0.856
469,HR26AB0267,CAM005,2026-07-19T08:00:00,Honda,City,Grey,0.904
470,HR26AB0267,CAM004,2026-07-13T06:00:00,Honda,City,Grey,0.953
471,DL01EF0460,CAM001,2026-08-06T06:00:00,Hyundai,Creta,White,1.0
472,UP16EF0086,CAM002,2026-08-05T04:00:00,Hyundai,i20,Black,0.871
473,UP16EF0086,CAM004,2026-08-27T00:00:00,Hyundai,i20,Black,0.888
474,DL01GH0033,CAM001,2026-08-26T19:00:00,Toyota,Innova,Red,0.92
475,DL01GH0089,CAM005,2026-08-11T02:00:00,Kia,Seltos,Blue,0.986
476,DL01GH0089,CAM005,2026-07-13T15:00:00,Kia,Seltos,Blue,0.927
477,DL01EF0581,CAM003,2026-07-13T11:00:00,Hyundai,Creta,White,0.862
478,MH12AB0196,CAM002,2026-07-21T16:00:00,Kia,Seltos,Silver,0.989
479,UP16EF0281,CAM001,2026-08-22T15:00:00,Mahindra,XUV700,Red,0.909
480,DL05EF0144,CAM005,2026-08-09T09:00:00,Hyundai,i20,Red,0.895
481,DL05EF0144,CAM002,2026-08-11T11:00:00,Hyundai,i20,Red,0.872
482,DL01IJ0220,CAM002,2026-08-17T12:00:00,Honda,City,White,0.873
483,DL01IJ0220,CAM004,2026-08-09T07:00:00,Honda,City,White,0.98
484,MH12EF0299,CAM004,2026-07-24T16:00:00,Toyota,Innova,Red,0.922
485,MH12EF0299,CAM001,2026-08-11T08:00:00,Toyota,Innova,Red,0.98
486,MH12EF0299,CAM001,2026-07-07T09:00:00,Toyota,Innova,Red,0.954
487,DL05GH0116,CAM003,2026-08-18T07:00:00,Mahindra,XUV700,White,0.98
488,DL05GH0116,CAM004,2026-08-28T03:00:00,Mahindra,XUV700,White,0.972
489,DL05GH0116,CAM004,2026-08-23T08:00:00,Mahindra,XUV700,White,0.866
490,DL05GH0582,CAM005,2026-08-16T01:00:00,Maruti Suzuki,Swift,Black,0.878
491,DL05GH0582,CAM002,2026-08-19T01:00:00,Maruti Suzuki,Swift,Black,0.876
492,UP16EF0494,CAM004,2026-08-23T19:00:00,Maruti Suzuki,Baleno,Silver,1.0
493,UP16EF0494,CAM002,2026-07-06T14:00:00,Maruti Suzuki,Baleno,Silver,0.935
494,UP16EF0494,CAM005,2026-08-01T13:00:00,Maruti Suzuki,Baleno,Silver,0.989
495,HR26EF0291,CAM002,2026-07-07T00:00:00,Hyundai,i20,Blue,0.983
496,HR26AB0115,CAM003,2026-07-23T19:00:00,Hyundai,i20,White,0.927
497,HR26AB0115,CAM004,2026-07-30T04:00:00,Hyundai,i20,White,0.945
498,UP16GH0544,CAM001,2026-07-31T20:00:00,Kia,Seltos,Silver,0.991
499,UP16GH0544,CAM004,2026-08-26T22:00:00,Kia,Seltos,Silver,0.867
500,MH12EF0153,CAM003,2026-09-03T14:00:00,Tata,Punch,Silver,0.898
501,DL05AB0404,CAM003,2026-07-21T03:00:00,Hyundai,Creta,Blue,0.982
502,DL05AB0404,CAM001,2026-08-31T00:00:00,Hyundai,Creta,Blue,0.996
503,HR26GH0345,CAM003,2026-07-05T18:00:00,Honda,City,Silver,0.875
504,HR26AB0394,CAM005,2026-07-12T10:00:00,Maruti Suzuki,Baleno,Red,0.89
505,HR26IJ0236,CAM003,2026-08-14T03:00:00,Maruti Suzuki,Baleno,Grey,0.977
506,DL01GH0240,CAM001,2026-07-28T19:00:00,Kia,Seltos,Blue,0.914
507,UP16CD0223,CAM005,2026-08-02T19:00:00,Tata,Nexon,Silver,0.952
508,DL05GH0206,CAM001,2026-08-04T17:00:00,Maruti Suzuki,Swift,Silver,0.9
509,DL05GH0206,CAM002,2026-08-03T00:00:00,Maruti Suzuki,Swift,Silver,0.944
510,MH12EF0452,CAM004,2026-08-01T18:00:00,Kia,Seltos,Red,0.969
511,MH12EF0452,CAM001,2026-07-25T04:00:00,Kia,Seltos,Red,0.945
512,MH12EF0452,CAM001,2026-08-29T03:00:00,Kia,Seltos,Red,0.98
513,DL05EF0048,CAM002,2026-08-29T19:00:00,Kia,Seltos,Red,0.889
514,DL05EF0048,CAM003,2026-07-29T15:00:00,Kia,Seltos,Red,0.974
515,UP16IJ0490,CAM004,2026-09-02T15:00:00,Maruti Suzuki,Swift,Grey,0.91
516,UP16IJ0490,CAM004,2026-08-09T05:00:00,Maruti Suzuki,Swift,Grey,0.949
517,UP16IJ0490,CAM002,2026-07-18T09:00:00,Maruti Suzuki,Swift,Grey,0.92
518,MH12IJ0109,CAM002,2026-07-09T07:00:00,Maruti Suzuki,Baleno,Blue,0.852
519,MH12AB0435,CAM002,2026-07-17T09:00:00,Mahindra,XUV700,White,0.921
520,MH12AB0435,CAM003,2026-08-21T15:00:00,Mahindra,XUV700,White,0.923
521,MH12AB0435,CAM003,2026-08-12T01:00:00,Mahindra,XUV700,White,0.89
522,DL01IJ0142,CAM005,2026-07-20T12:00:00,Kia,Seltos,Red,0.871
523,DL01IJ0142,CAM004,2026-08-12T04:00:00,Kia,Seltos,Red,0.981
524,DL05CD0103,CAM001,2026-07-25T22:00:00,Maruti Suzuki,Swift,Silver,0.912
525,DL05CD0247,CAM002,2026-08-11T00:00:00,Toyota,Innova,Silver,0.933
526,DL05CD0247,CAM003,2026-08-14T02:00:00,Toyota,Innova,Silver,0.855
527,DL01IJ0164,CAM005,2026-07-08T16:00:00,Kia,Seltos,Red,0.999
528,DL01IJ0164,CAM001,2026-07-12T07:00:00,Kia,Seltos,Red,0.879
529,MH12EF0525,CAM004,2026-09-03T10:00:00,Hyundai,i20,Blue,0.99
530,MH12EF0525,CAM005,2026-08-09T16:00:00,Hyundai,i20,Blue,0.905
531,UP16IJ0298,CAM004,2026-08-30T07:00:00,Hyundai,i20,Black,0.973
532,HR26AB0550,CAM005,2026-08-31T00:00:00,Hyundai,Creta,Black,0.99
533,HR26AB0106,CAM005,2026-07-31T04:00:00,Hyundai,Creta,Black,0.993
534,UP16GH0449,CAM003,2026-08-09T18:00:00,Maruti Suzuki,Swift,White,0.947
535,UP16GH0449,CAM002,2026-08-06T22:00:00,Maruti Suzuki,Swift,White,0.881
536,UP16GH0449,CAM004,2026-07-11T00:00:00,Maruti Suzuki,Swift,White,0.885
537,HR26EF0269,CAM005,2026-07-27T22:00:00,Maruti Suzuki,Baleno,Black,0.892
538,DL01GH0221,CAM004,2026-08-23T08:00:00,Hyundai,Creta,Black,0.989
539,UP16IJ0561,CAM005,2026-08-20T03:00:00,Maruti Suzuki,Swift,Blue,0.959
540,MH12AB0323,CAM005,2026-07-26T21:00:00,Hyundai,i20,White,0.997
541,MH12AB0323,CAM003,2026-08-07T01:00:00,Hyundai,i20,White,0.994
542,HR26AB0207,CAM001,2026-08-09T22:00:00,Tata,Punch,Silver,0.921
543,DL01AB0117,CAM003,2026-07-13T17:00:00,Hyundai,Creta,White,0.899
544,DL01AB0117,CAM003,2026-07-11T11:00:00,Hyundai,Creta,White,0.855
545,DL01AB0117,CAM003,2026-07-30T17:00:00,Hyundai,Creta,White,0.964
546,DL01IJ0272,CAM005,2026-07-26T01:00:00,Maruti Suzuki,Baleno,White,0.999
547,HR26GH0233,CAM003,2026-08-26T00:00:00,Hyundai,i20,Blue,0.96
548,HR26GH0233,CAM003,2026-08-18T16:00:00,Hyundai,i20,Blue,0.963
549,UP16GH0317,CAM001,2026-07-30T03:00:00,Tata,Nexon,Grey,0.986
550,UP16GH0317,CAM001,2026-07-09T17:00:00,Tata,Nexon,Grey,0.947
551,UP16GH0317,CAM001,2026-07-08T03:00:00,Tata,Nexon,Grey,0.915
552,HR26CD0283,CAM005,2026-08-02T10:00:00,Kia,Seltos,Silver,0.906
553,HR26CD0283,CAM004,2026-07-18T02:00:00,Kia,Seltos,Silver,0.944
554,HR26IJ0532,CAM004,2026-08-08T13:00:00,Kia,Seltos,Silver,0.944
555,HR26IJ0532,CAM003,2026-08-10T20:00:00,Kia,Seltos,Silver,0.895
556,HR26IJ0532,CAM002,2026-07-19T20:00:00,Kia,Seltos,Silver,0.999
557,MH12AB0177,CAM001,2026-08-26T00:00:00,Maruti Suzuki,Swift,Red,0.937
558,MH12AB0177,CAM005,2026-08-12T08:00:00,Maruti Suzuki,Swift,Red,0.894
559,MH12CD0314,CAM002,2026-07-08T10:00:00,Toyota,Innova,Black,0.857
560,MH12IJ0066,CAM003,2026-08-31T14:00:00,Kia,Seltos,Silver,0.978
561,MH12IJ0066,CAM002,2026-09-01T07:00:00,Kia,Seltos,Silver,0.966
562,MH12IJ0066,CAM005,2026-09-04T08:00:00,Kia,Seltos,Silver,0.864
563,UP16EF0135,CAM005,2026-07-15T07:00:00,Kia,Seltos,Black,0.877
564,DL01EF0586,CAM002,2026-07-23T09:00:00,Hyundai,i20,Red,0.881
565,DL01IJ0398,CAM004,2026-07-30T12:00:00,Tata,Nexon,White,0.884
566,DL01IJ0398,CAM005,2026-08-03T14:00:00,Tata,Nexon,White,0.892
567,DL05IJ0044,CAM001,2026-07-07T11:00:00,Tata,Nexon,Blue,0.91
568,DL05IJ0044,CAM005,2026-08-27T23:00:00,Tata,Nexon,Blue,0.882
569,DL05IJ0044,CAM004,2026-07-17T06:00:00,Tata,Nexon,Blue,0.903
570,DL05AB0074,CAM001,2026-07-16T16:00:00,Maruti Suzuki,Swift,White,0.966
571,DL05IJ0526,CAM001,2026-07-24T20:00:00,Maruti Suzuki,Swift,Red,0.872
572,UP16IJ0042,CAM003,2026-08-29T17:00:00,Toyota,Innova,Red,0.921
573,UP16IJ0133,CAM003,2026-08-10T09:00:00,Tata,Nexon,Red,0.876
574,HR26EF0101,CAM003,2026-07-09T08:00:00,Hyundai,Creta,Silver,0.925
575,HR26EF0101,CAM005,2026-09-04T04:00:00,Hyundai,Creta,Silver,0.89
576,MH12EF0600,CAM004,2026-08-10T06:00:00,Tata,Punch,Blue,0.931
577,UP16EF0374,CAM005,2026-08-31T05:00:00,Mahindra,XUV700,Grey,0.926
578,UP16EF0374,CAM003,2026-08-24T04:00:00,Mahindra,XUV700,Grey,0.972
579,DL05EF0148,CAM005,2026-07-11T04:00:00,Maruti Suzuki,Swift,Blue,0.986
580,MH12EF0397,CAM002,2026-08-11T20:00:00,Hyundai,Creta,Black,0.906
581,DL01AB0551,CAM004,2026-07-12T18:00:00,Maruti Suzuki,Swift,Silver,0.979
582,DL01EF0260,CAM002,2026-07-31T06:00:00,Tata,Nexon,Red,0.986
583,DL01EF0557,CAM002,2026-08-30T05:00:00,Toyota,Innova,Silver,0.927
584,DL01EF0557,CAM005,2026-07-29T13:00:00,Toyota,Innova,Silver,0.883
585,HR26CD0081,CAM004,2026-07-25T18:00:00,Mahindra,XUV700,Black,0.935
586,HR26GH0468,CAM001,2026-07-29T16:00:00,Honda,City,White,0.922
587,DL01GH0055,CAM004,2026-07-29T17:00:00,Mahindra,XUV700,Silver,0.952
588,DL05GH0445,CAM005,2026-07-19T07:00:00,Hyundai,Creta,Black,0.858
589,DL05GH0445,CAM005,2026-08-28T15:00:00,Hyundai,Creta,Black,0.913
590,DL05GH0538,CAM002,2026-07-20T07:00:00,Tata,Nexon,White,0.995
591,DL05GH0538,CAM001,2026-08-31T07:00:00,Tata,Nexon,White,0.93
592,DL05GH0538,CAM004,2026-07-14T05:00:00,Tata,Nexon,White,0.864
593,DL05CD0536,CAM001,2026-07-24T16:00:00,Maruti Suzuki,Baleno,Grey,0.921
594,DL01AB0515,CAM005,2026-07-17T05:00:00,Tata,Punch,White,0.989
595,HR26EF0348,CAM001,2026-07-05T19:00:00,Hyundai,Creta,White,0.868
596,DL01AB0053,CAM005,2026-08-30T01:00:00,Tata,Punch,White,0.977
597,DL01AB0053,CAM002,2026-07-23T11:00:00,Tata,Punch,White,0.916
598,DL01AB0053,CAM003,2026-08-27T03:00:00,Tata,Punch,White,0.859
599,UP16EF0045,CAM004,2026-07-23T11:00:00,Maruti Suzuki,Swift,Black,0.933
600,HR26EF0151,CAM004,2026-08-12T19:00:00,Maruti Suzuki,Baleno,Red,0.997
601,HR26EF0151,CAM002,2026-07-31T06:00:00,Maruti Suzuki,Baleno,Red,0.937
602,DL05AB0501,CAM003,2026-08-18T19:00:00,Tata,Punch,Black,0.92
603,DL05AB0501,CAM005,2026-07-15T06:00:00,Tata,Punch,Black,0.997
604,UP16CD0438,CAM004,2026-07-09T11:00:00,Honda,City,Silver,0.873
605,DL01GH0143,CAM004,2026-08-29T01:00:00,Maruti Suzuki,Baleno,Silver,0.881
606,DL05GH0237,CAM003,2026-09-01T23:00:00,Maruti Suzuki,Baleno,Blue,0.931
607,DL05GH0237,CAM001,2026-08-03T19:00:00,Maruti Suzuki,Baleno,Blue,0.932
608,UP16CD0444,CAM001,2026-07-28T00:00:00,Toyota,Innova,White,0.92
609,MH12GH0234,CAM003,2026-08-12T14:00:00,Maruti Suzuki,Baleno,Grey,0.931
610,UP16IJ0402,CAM002,2026-08-05T22:00:00,Kia,Seltos,Black,0.929
611,UP16IJ0402,CAM005,2026-08-30T00:00:00,Kia,Seltos,Black,0.905
612,UP16IJ0402,CAM005,2026-07-06T03:00:00,Kia,Seltos,Black,0.966
613,DL05AB0422,CAM004,2026-07-06T14:00:00,Tata,Nexon,Grey,0.947
